global_play_order,unit_number,section_number_global,section_number_in_unit,card_key,card_name,arcana_type,is_symbol_intro,node_number,node_type,node_id,format_code,format_name,anchor_variant,node_phase,cards_involved,cards_to_recall_count,distractor_tier,notes
435,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,1,standard,U8-S60-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_03|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,First exposure: full keyword list -> card art
436,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,2,standard,U8-S60-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_03|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Reverse direction: card art -> matching description
437,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,3,standard,U8-S60-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_03|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Second anchor variant of the same new card (no new symbol this section)
438,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,4,standard,U8-S60-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_03|minor_pentacles_02|major_12_hanged_man|major_18_moon,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
439,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,5,standard,U8-S60-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
440,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,6,standard,U8-S60-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09,4,n/a,True/False statements drawn from the new card plus recently taught cards
441,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,7,standard,U8-S60-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
442,8,60,4,minor_pentacles_03,Three of Pentacles,minor,False,8,throwback,U8-S60-THROWBACK-N8,B,True/False Talking Point,mixed_card_statements,throwback_review,major_01_magician|major_11_justice|major_19_sun,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 32-32 sections since last exposure), independent of the new card"
443,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,1,standard,U8-S61-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_04|major_16_tower|major_00_fool|major_12_hanged_man,1,easy,First exposure: full keyword list -> card art
444,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,2,standard,U8-S61-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_04|major_16_tower|major_00_fool|major_12_hanged_man,1,easy,Reverse direction: card art -> matching description
445,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,3,standard,U8-S61-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_04|major_16_tower|major_00_fool|major_12_hanged_man,1,easy,Second anchor variant of the same new card (no new symbol this section)
446,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,4,standard,U8-S61-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_04|minor_pentacles_03|major_16_tower|major_00_fool,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
447,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,5,standard,U8-S61-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
448,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,6,standard,U8-S61-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09,5,n/a,True/False statements drawn from the new card plus recently taught cards
449,8,61,5,minor_pentacles_04,Four of Pentacles,minor,False,7,standard,U8-S61-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
450,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,1,standard,U8-S62-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_05|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
451,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,2,standard,U8-S62-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_05|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
452,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,3,standard,U8-S62-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_05|major_19_sun|major_01_magician|minor_wands_06,1,easy,Second anchor variant of the same new card (no new symbol this section)
453,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,4,standard,U8-S62-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_05|minor_pentacles_04|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
454,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,5,standard,U8-S62-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
455,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,6,standard,U8-S62-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10,5,n/a,True/False statements drawn from the new card plus recently taught cards
456,8,62,6,minor_pentacles_05,Five of Pentacles,minor,False,7,standard,U8-S62-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10|minor_wands_09,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
457,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,1,standard,U8-S63-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_06|major_02_high_priestess|major_12_hanged_man|major_16_tower,1,easy,First exposure: full keyword list -> card art
458,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,2,standard,U8-S63-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_06|major_02_high_priestess|major_12_hanged_man|major_16_tower,1,easy,Reverse direction: card art -> matching description
459,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,3,standard,U8-S63-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_06|major_02_high_priestess|major_12_hanged_man|major_16_tower,1,easy,Second anchor variant of the same new card (no new symbol this section)
460,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,4,standard,U8-S63-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_06|minor_pentacles_05|major_02_high_priestess|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
461,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,5,standard,U8-S63-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
462,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,6,standard,U8-S63-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02,5,n/a,True/False statements drawn from the new card plus recently taught cards
463,8,63,7,minor_pentacles_06,Six of Pentacles,minor,False,7,standard,U8-S63-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02|minor_wands_10,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
464,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,1,standard,U8-S64-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_07|major_16_tower|major_00_fool|major_01_magician,1,easy,First exposure: full keyword list -> card art
465,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,2,standard,U8-S64-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_07|major_16_tower|major_00_fool|major_01_magician,1,easy,Reverse direction: card art -> matching description
466,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,3,standard,U8-S64-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_07|major_16_tower|major_00_fool|major_01_magician,1,easy,Second anchor variant of the same new card (no new symbol this section)
467,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,4,standard,U8-S64-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_07|minor_pentacles_06|major_16_tower|major_00_fool,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
468,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,5,standard,U8-S64-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
469,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,6,standard,U8-S64-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03,5,n/a,True/False statements drawn from the new card plus recently taught cards
470,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,7,standard,U8-S64-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03|minor_pentacles_02,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
471,8,64,8,minor_pentacles_07,Seven of Pentacles,minor,False,8,throwback,U8-S64-THROWBACK-N8,C,Board Matching,tile_grid,throwback_review,minor_swords_page|minor_swords_knight|minor_swords_queen,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 34-36 sections since last exposure), independent of the new card"
472,8,64,RECAP,,Unit 8 Recap,mixed,False,1,unit_recap,U8-S64-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,minor_wands_09|minor_wands_10|minor_pentacles_02|minor_pentacles_03|minor_pentacles_04|minor_pentacles_05|minor_pentacles_06|minor_pentacles_07,8,n/a,"End-of-unit checkpoint: boards every card from Unit 8 against each other, no new card introduced"
473,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,1,standard,U9-S65-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_08|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,First exposure: full keyword list -> card art
474,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,2,standard,U9-S65-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_08|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Reverse direction: card art -> matching description
475,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,3,standard,U9-S65-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_08|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
476,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,4,standard,U9-S65-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_08|minor_pentacles_07|major_16_tower|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
477,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,5,standard,U9-S65-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
478,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,6,standard,U9-S65-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04,5,n/a,True/False statements drawn from the new card plus recently taught cards
479,9,65,1,minor_pentacles_08,Eight of Pentacles,minor,False,7,standard,U9-S65-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04|minor_pentacles_03,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
480,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,1,standard,U9-S66-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_09|major_16_tower|minor_wands_knight|minor_cups_knight,1,easy,First exposure: full keyword list -> card art
481,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,2,standard,U9-S66-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_09|major_16_tower|minor_wands_knight|minor_cups_knight,1,easy,Reverse direction: card art -> matching description
482,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,3,standard,U9-S66-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_09|major_16_tower|minor_wands_knight|minor_cups_knight,1,easy,Second anchor variant of the same new card (no new symbol this section)
483,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,4,standard,U9-S66-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_09|minor_pentacles_08|major_16_tower|minor_wands_knight,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
484,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,5,standard,U9-S66-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
485,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,6,standard,U9-S66-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05,5,n/a,True/False statements drawn from the new card plus recently taught cards
486,9,66,2,minor_pentacles_09,Nine of Pentacles,minor,False,7,standard,U9-S66-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05|minor_pentacles_04,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
487,9,67,3,major_05_hierophant,The Hierophant,major,True,1,standard,U9-S67-N1,A1,Choose Card From Keywords,keywords,isolation,major_05_hierophant|major_00_fool|major_16_tower|major_02_high_priestess,1,easy,First exposure: full keyword list -> card art
488,9,67,3,major_05_hierophant,The Hierophant,major,True,2,standard,U9-S67-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_05_hierophant|major_00_fool|major_16_tower|major_02_high_priestess,1,easy,Reverse direction: card art -> matching description
489,9,67,3,major_05_hierophant,The Hierophant,major,True,3,standard,U9-S67-N3,A7,Symbol Selection From Label,label_to_symbol_icon,isolation,major_05_hierophant,1,easy,New symbol taught: Zodiac Sign - Taurus
490,9,67,3,major_05_hierophant,The Hierophant,major,True,4,standard,U9-S67-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_05_hierophant|minor_pentacles_09|major_00_fool|major_16_tower,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
491,9,67,3,major_05_hierophant,The Hierophant,major,True,5,standard,U9-S67-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
492,9,67,3,major_05_hierophant,The Hierophant,major,True,6,standard,U9-S67-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06,5,n/a,True/False statements drawn from the new card plus recently taught cards
493,9,67,3,major_05_hierophant,The Hierophant,major,True,7,standard,U9-S67-N7,C,Board Matching,tile_grid,interleave_review,major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06|minor_pentacles_05,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
494,9,68,4,minor_swords_02,Two of Swords,minor,False,1,standard,U9-S68-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_02|major_16_tower|major_03_empress|major_00_fool,1,easy,First exposure: full keyword list -> card art
495,9,68,4,minor_swords_02,Two of Swords,minor,False,2,standard,U9-S68-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_02|major_16_tower|major_03_empress|major_00_fool,1,easy,Reverse direction: card art -> matching description
496,9,68,4,minor_swords_02,Two of Swords,minor,False,3,standard,U9-S68-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_02|major_16_tower|major_03_empress|major_00_fool,1,easy,Second anchor variant of the same new card (no new symbol this section)
497,9,68,4,minor_swords_02,Two of Swords,minor,False,4,standard,U9-S68-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_02|major_05_hierophant|major_16_tower|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
498,9,68,4,minor_swords_02,Two of Swords,minor,False,5,standard,U9-S68-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
499,9,68,4,minor_swords_02,Two of Swords,minor,False,6,standard,U9-S68-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07,5,n/a,True/False statements drawn from the new card plus recently taught cards
500,9,68,4,minor_swords_02,Two of Swords,minor,False,7,standard,U9-S68-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07|minor_pentacles_06,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
501,9,68,4,minor_swords_02,Two of Swords,minor,False,8,throwback,U9-S68-THROWBACK-N8,B,True/False Talking Point,mixed_card_statements,throwback_review,minor_swords_king|minor_wands_ace|major_03_empress,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 36-37 sections since last exposure), independent of the new card"
502,9,69,5,minor_swords_04,Four of Swords,minor,False,1,standard,U9-S69-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_04|major_16_tower|major_00_fool|major_01_magician,1,easy,First exposure: full keyword list -> card art
503,9,69,5,minor_swords_04,Four of Swords,minor,False,2,standard,U9-S69-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_04|major_16_tower|major_00_fool|major_01_magician,1,easy,Reverse direction: card art -> matching description
504,9,69,5,minor_swords_04,Four of Swords,minor,False,3,standard,U9-S69-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_04|major_16_tower|major_00_fool|major_01_magician,1,easy,Second anchor variant of the same new card (no new symbol this section)
505,9,69,5,minor_swords_04,Four of Swords,minor,False,4,standard,U9-S69-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_04|minor_swords_02|major_16_tower|major_00_fool,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
506,9,69,5,minor_swords_04,Four of Swords,minor,False,5,standard,U9-S69-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
507,9,69,5,minor_swords_04,Four of Swords,minor,False,6,standard,U9-S69-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08,5,n/a,True/False statements drawn from the new card plus recently taught cards
508,9,69,5,minor_swords_04,Four of Swords,minor,False,7,standard,U9-S69-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08|minor_pentacles_07,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
509,9,70,6,minor_swords_05,Five of Swords,minor,False,1,standard,U9-S70-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_05|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,First exposure: full keyword list -> card art
510,9,70,6,minor_swords_05,Five of Swords,minor,False,2,standard,U9-S70-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_05|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,Reverse direction: card art -> matching description
511,9,70,6,minor_swords_05,Five of Swords,minor,False,3,standard,U9-S70-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_05|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,Second anchor variant of the same new card (no new symbol this section)
512,9,70,6,minor_swords_05,Five of Swords,minor,False,4,standard,U9-S70-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_05|minor_swords_04|major_02_high_priestess|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
513,9,70,6,minor_swords_05,Five of Swords,minor,False,5,standard,U9-S70-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
514,9,70,6,minor_swords_05,Five of Swords,minor,False,6,standard,U9-S70-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09,5,n/a,True/False statements drawn from the new card plus recently taught cards
515,9,70,6,minor_swords_05,Five of Swords,minor,False,7,standard,U9-S70-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09|minor_pentacles_08,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
516,9,71,7,minor_swords_06,Six of Swords,minor,False,1,standard,U9-S71-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_06|major_02_high_priestess|major_12_hanged_man|major_16_tower,1,easy,First exposure: full keyword list -> card art
517,9,71,7,minor_swords_06,Six of Swords,minor,False,2,standard,U9-S71-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_06|major_02_high_priestess|major_12_hanged_man|major_16_tower,1,easy,Reverse direction: card art -> matching description
518,9,71,7,minor_swords_06,Six of Swords,minor,False,3,standard,U9-S71-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_06|major_02_high_priestess|major_12_hanged_man|major_16_tower,1,easy,Second anchor variant of the same new card (no new symbol this section)
519,9,71,7,minor_swords_06,Six of Swords,minor,False,4,standard,U9-S71-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_06|minor_swords_05|major_02_high_priestess|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
520,9,71,7,minor_swords_06,Six of Swords,minor,False,5,standard,U9-S71-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
521,9,71,7,minor_swords_06,Six of Swords,minor,False,6,standard,U9-S71-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant,5,n/a,True/False statements drawn from the new card plus recently taught cards
522,9,71,7,minor_swords_06,Six of Swords,minor,False,7,standard,U9-S71-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant|minor_pentacles_09,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
523,9,72,8,minor_swords_07,Seven of Swords,minor,False,1,standard,U9-S72-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_07|major_02_high_priestess|major_03_empress|major_16_tower,1,easy,First exposure: full keyword list -> card art
524,9,72,8,minor_swords_07,Seven of Swords,minor,False,2,standard,U9-S72-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_07|major_02_high_priestess|major_03_empress|major_16_tower,1,easy,Reverse direction: card art -> matching description
525,9,72,8,minor_swords_07,Seven of Swords,minor,False,3,standard,U9-S72-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_07|major_02_high_priestess|major_03_empress|major_16_tower,1,easy,Second anchor variant of the same new card (no new symbol this section)
526,9,72,8,minor_swords_07,Seven of Swords,minor,False,4,standard,U9-S72-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_07|minor_swords_06|major_02_high_priestess|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
527,9,72,8,minor_swords_07,Seven of Swords,minor,False,5,standard,U9-S72-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
528,9,72,8,minor_swords_07,Seven of Swords,minor,False,6,standard,U9-S72-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02,5,n/a,True/False statements drawn from the new card plus recently taught cards
529,9,72,8,minor_swords_07,Seven of Swords,minor,False,7,standard,U9-S72-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_07|minor_swords_06|minor_swords_05|minor_swords_04|minor_swords_02|major_05_hierophant,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
530,9,72,8,minor_swords_07,Seven of Swords,minor,False,8,throwback,U9-S72-THROWBACK-N8,C,Board Matching,tile_grid,throwback_review,minor_cups_page|major_07_chariot|major_09_hermit,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 39-40 sections since last exposure), independent of the new card"
531,9,72,RECAP,,Unit 9 Recap,mixed,False,1,unit_recap,U9-S72-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,minor_pentacles_08|minor_pentacles_09|major_05_hierophant|minor_swords_02|minor_swords_04|minor_swords_05|minor_swords_06|minor_swords_07,8,n/a,"End-of-unit checkpoint: boards every card from Unit 9 against each other, no new card introduced"
